station,time,summary,icon,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windBearing,visibility,cloudCover,precipType
Thorndale,3/24/16 13:00,Clear,clear-day,0,0,61.35,61.35,43.77,0.52,1015.44,7.27,90,9.91,0,NA
Thorndale,3/24/16 14:00,Clear,clear-day,0,0,63.91,63.91,43.23,0.47,1014.27,6.57,100,9.74,0.05,NA
Thorndale,3/24/16 15:00,Clear,clear-day,0,0,66.11,66.11,44.63,0.46,1012.89,9.73,108,9.8,0,NA
Thorndale,3/24/16 16:00,Clear,clear-day,0,0,66.48,66.48,45.28,0.46,1011.8,10.06,120,9.69,0,NA
Thorndale,3/24/16 17:00,Clear,clear-day,0,0,66.64,66.64,46.78,0.49,1010.95,8.72,143,9.8,0,NA
Thorndale,3/24/16 18:00,Clear,clear-day,0,0,65.74,65.74,47.76,0.52,1010.06,8.6,126,9.71,0,NA
Thorndale,3/24/16 19:00,Clear,clear-day,0,0,62.63,62.63,48.16,0.59,1009.8,7.73,133,9.23,0,NA
Thorndale,3/24/16 20:00,Clear,clear-night,0,0,56.56,56.56,48.02,0.73,1009.48,7.53,105,9.27,0.08,NA
Thorndale,3/24/16 21:00,Clear,clear-night,0.0032,0.32,52.5,52.5,46.98,0.81,1009.71,7.85,97,8.77,0,rain
Thorndale,3/24/16 22:00,Clear,clear-night,0,0,51.97,51.97,48.07,0.86,1009.27,6.45,104,8.33,0.05,NA
Thorndale,3/24/16 23:00,Clear,clear-night,0,0,51.17,51.17,49.14,0.93,1008.91,2.77,129,7.5,0.03,NA
Thorndale,3/25/16 0:00,Clear,clear-night,0,0,52.41,52.41,50.3,0.92,1008.38,5.38,159,7.94,0.18,NA
Thorndale,3/25/16 1:00,Clear,clear-night,0,0,57.77,57.77,55.51,0.92,1007.53,6.44,180,8.13,0.24,NA
Thorndale,3/25/16 2:00,Partly Cloudy,partly-cloudy-night,0,0,60.06,60.06,55.6,0.85,1006.57,8.92,185,8.79,0.29,NA
Thorndale,3/25/16 3:00,Partly Cloudy,partly-cloudy-night,0,0,61.23,61.23,55.99,0.83,1006.02,10.91,198,9.27,0.26,NA
Thorndale,3/25/16 4:00,Partly Cloudy,partly-cloudy-night,0,0,61.94,61.94,56.42,0.82,1005.4,11.66,200,9.56,0.31,NA
Thorndale,3/25/16 5:00,Clear,clear-night,4.00E-04,0.04,62.25,62.25,56.64,0.82,1005.17,9.34,197,9.86,0.05,rain
Thorndale,3/25/16 6:00,Clear,clear-night,0,0,62.1,62.1,58.09,0.87,1005.33,10.08,200,10,0.05,NA
Thorndale,3/25/16 7:00,Partly Cloudy,partly-cloudy-night,0,0,62.24,62.26,58.32,0.87,1005.68,11.12,202,10,0.31,NA
Thorndale,3/25/16 8:00,Partly Cloudy,partly-cloudy-day,0,0,62.76,62.8,58.63,0.86,1006.06,11.71,206,10,0.39,NA
Thorndale,3/25/16 9:00,Partly Cloudy,partly-cloudy-day,0.0051,0.11,64.1,64.19,59.36,0.85,1005.97,9.79,220,9.16,0.31,rain
Thorndale,3/25/16 10:00,Clear,clear-day,0.0187,0.2,64.06,64.29,60.36,0.88,1006.41,10.64,232,6.25,NA,rain
Thorndale,3/25/16 11:00,Partly Cloudy,partly-cloudy-day,0.0142,0.17,63.6,63.89,60.6,0.9,1007.05,6.84,253,9.36,0.31,rain
Thorndale,3/25/16 12:00,Partly Cloudy,partly-cloudy-day,0.0028,0.08,64.04,64.04,57.3,0.79,1007.47,8.51,269,10,0.31,rain
Thorndale,3/25/16 13:00,Clear,clear-day,0,0,65.53,65.53,52.98,0.64,1007.49,7.28,266,10,NA,NA
Thorndale,3/25/16 14:00,Partly Cloudy,partly-cloudy-day,0,0,67.07,67.07,51.13,0.57,1007.39,8.51,268,10,0.37,NA
Thorndale,3/25/16 15:00,Partly Cloudy,partly-cloudy-day,0,0,68.07,68.07,47.88,0.48,1007.26,13.07,299,10,0.31,NA
Thorndale,3/25/16 16:00,Partly Cloudy,partly-cloudy-day,0,0,66.94,66.94,45.57,0.46,1007.88,15.92,306,10,0.28,NA
Thorndale,3/25/16 17:00,Partly Cloudy,partly-cloudy-day,0,0,64.23,64.23,42.6,0.45,1009.15,16.09,318,9.91,0.31,NA
Thorndale,3/25/16 18:00,Clear,clear-day,0,0,61.32,61.32,38.65,0.43,1010.48,15.26,311,10,0.16,NA
Thorndale,3/25/16 19:00,Clear,clear-day,0,0,57.86,57.86,37.76,0.47,1012.14,13.17,319,10,0,NA
Thorndale,3/25/16 20:00,Clear,clear-night,0,0,55.07,55.07,36.53,0.5,1013.67,13.42,313,10,0.09,NA
Thorndale,3/25/16 21:00,Clear,clear-night,0,0,52.5,52.5,35.38,0.52,1015.24,11.03,317,10,0,NA
Thorndale,3/25/16 22:00,Clear,clear-night,0,0,50.41,50.41,34.93,0.55,1016.35,9.13,313,10,0,NA
Thorndale,3/25/16 23:00,Clear,clear-night,0,0,48.53,44.5,34.95,0.59,1017.11,9.19,310,10,0,NA
Thorndale,3/26/16 0:00,Clear,clear-night,0,0,47.12,42.47,33.46,0.59,1018.09,9.99,327,10,0,NA
Thorndale,3/26/16 1:00,Clear,clear-night,0.0032,0.32,44.99,39.93,32.66,0.62,1018.9,9.76,336,10,0,rain
Thorndale,3/26/16 2:00,Clear,clear-night,0,0,42.74,37.16,31.76,0.65,1019.71,9.72,335,10,0.05,NA
Thorndale,3/26/16 3:00,Clear,clear-night,0,0,40.14,35.71,31.16,0.7,1020.73,6.34,352,10,0,NA
Thorndale,3/26/16 4:00,Clear,clear-night,0,0,38.67,33.27,29.77,0.7,1021.41,7.46,357,10,0.02,NA
Thorndale,3/26/16 5:00,Clear,clear-night,0,0,37.24,31.01,28.38,0.7,1022.24,8.4,5,10,0.02,NA
Thorndale,3/26/16 6:00,Clear,clear-night,0,0,35.86,29.51,27.58,0.72,1023.35,8.06,11,10,0.02,NA
Thorndale,3/26/16 7:00,Clear,clear-night,0,0,34.2,29.06,27.46,0.76,1024.4,5.72,20,10,0.02,NA
Thorndale,3/26/16 8:00,Clear,clear-day,0,0,36.31,30.71,27.11,0.69,1025.36,6.96,29,10,0.02,NA
Thorndale,3/26/16 9:00,Clear,clear-day,0,0,38.51,33.73,27.91,0.65,1026.21,6.38,41,10,0.02,NA
Thorndale,3/26/16 10:00,Clear,clear-day,0,0,41.03,37.33,27.96,0.59,1026.84,5.49,38,10,0.02,NA
Thorndale,3/26/16 11:00,Clear,clear-day,0,0,43.51,40.16,28.92,0.56,1027,5.64,77,10,0.02,NA
Thorndale,3/26/16 12:00,Clear,clear-day,0,0,45.53,45.53,29.38,0.53,1026.83,1.14,96,10,0.02,NA
Thorndale,3/26/16 13:00,Clear,clear-day,0,0,48.88,48.88,30.59,0.49,1026.26,2.07,72,10,0.02,NA
Thorndale,3/26/16 14:00,Clear,clear-day,0,0,51.1,51.1,30.84,0.46,1025.83,2.04,138,10,0,NA
Thorndale,3/26/16 15:00,Clear,clear-day,0,0,53.16,53.16,31.67,0.44,1025.67,4.4,144,10,0.02,NA
Thorndale,3/26/16 16:00,Clear,clear-day,0,0,54.96,54.96,32.69,0.43,1025.16,3.72,140,10,0.02,NA
Thorndale,3/26/16 17:00,Clear,clear-day,0,0,55.29,55.29,32.94,0.43,1025.37,3.22,100,10,0.02,NA
Thorndale,3/26/16 18:00,Clear,clear-day,0,0,55.06,55.06,33.05,0.43,1025.23,5,96,10,0.02,NA
Thorndale,3/26/16 19:00,Clear,clear-day,0,0,51.77,51.77,33.05,0.49,1025.98,6.54,135,10,0,NA
Thorndale,3/26/16 20:00,Clear,clear-night,0,0,48.93,45.05,34.55,0.57,1026.68,9.04,136,10,0.05,NA
Thorndale,3/26/16 21:00,Clear,clear-night,0,0,46.25,42.26,37.44,0.71,1027.62,7.87,132,10,0.16,NA
Thorndale,3/26/16 22:00,Clear,clear-night,0,0,44.94,40.99,39.51,0.81,1028.42,7.21,131,10,0.03,NA
Thorndale,3/26/16 23:00,Clear,clear-night,0,0,43.71,40.15,39.94,0.86,1028.16,6.04,115,9.8,0.23,NA
Thorndale,3/27/16 0:00,Clear,clear-night,0,0,43.32,40.14,40.24,0.89,1027.98,5.33,107,9.91,0.19,NA
Thorndale,3/27/16 1:00,Clear,clear-night,0,0,43.06,40.67,40.58,0.91,1028.17,4.21,109,9.91,0.09,NA
Thorndale,3/27/16 2:00,Mostly Cloudy,partly-cloudy-night,0,0,43.5,39.8,40.72,0.9,1028.43,6.2,104,9.91,0.69,NA
Thorndale,3/27/16 3:00,Clear,clear-night,0,0,43.71,41.23,41.04,0.9,1028.18,4.46,87,8.78,NA,NA
Thorndale,3/27/16 4:00,Clear,clear-night,0,0,43.51,40.06,41,0.91,1027.58,5.8,75,9.94,NA,NA
Thorndale,3/27/16 5:00,Clear,clear-night,0,0,43.37,39.66,40.92,0.91,1027.07,6.2,74,9.8,NA,NA
Thorndale,3/27/16 6:00,Clear,clear-night,0,0,43.37,39.71,41.29,0.92,1027.37,6.09,90,9.13,NA,NA
Thorndale,3/27/16 7:00,Clear,clear-day,0,0,43.58,39.48,41.44,0.92,1027.77,6.94,93,7.91,NA,NA
Thorndale,3/27/16 8:00,Overcast,cloudy,0,0,44.02,39.36,41.63,0.91,1028.22,8.26,86,7.26,1,NA
Thorndale,3/27/16 9:00,Clear,clear-day,0,0,44.94,40.99,42.14,0.9,1028.48,7.2,93,9.07,NA,NA
Thorndale,3/27/16 10:00,Clear,clear-day,0,0,46.28,42.96,42.39,0.86,1028.51,6.51,99,9.42,NA,NA
Thorndale,3/27/16 11:00,Clear,clear-day,0,0,48.63,45.47,43.81,0.83,1028.21,7.15,85,9.53,NA,NA
Thorndale,3/27/16 12:00,Clear,clear-day,0.0032,0.32,51.68,51.68,43.59,0.74,1027.69,5.84,100,9.78,NA,rain
Thorndale,3/27/16 13:00,Partly Cloudy,partly-cloudy-day,0,0,53.91,53.91,43.66,0.68,1026.97,5.71,127,9.85,0.31,NA
Thorndale,3/27/16 14:00,Partly Cloudy,partly-cloudy-day,0,0,54.4,54.4,44.03,0.68,1025.92,4.3,129,9.91,0.57,NA
Thorndale,3/27/16 15:00,Clear,clear-day,0,0,55.19,55.19,44.15,0.66,1024.72,7.37,128,9.91,NA,NA
Thorndale,3/27/16 16:00,Clear,clear-day,0,0,55.49,55.49,44.28,0.66,1024.05,7.24,130,9.91,NA,NA
Thorndale,3/27/16 17:00,Partly Cloudy,partly-cloudy-day,0,0,54.98,54.98,43.89,0.66,1023.64,6.2,134,10,0.31,NA
Thorndale,3/27/16 18:00,Clear,clear-day,0,0,54.37,54.37,43.68,0.67,1022.95,6.62,130,10,NA,NA
Thorndale,3/27/16 19:00,Clear,clear-day,0,0,53.11,53.11,43.25,0.69,1022.32,7.37,135,10,NA,NA
Thorndale,3/27/16 20:00,Overcast,cloudy,0,0,51.1,51.1,42.49,0.72,1022.04,7.99,117,10,1,NA
Thorndale,3/27/16 21:00,Clear,clear-night,0,0,49.54,45.61,41.77,0.74,1021.75,9.58,117,10,NA,NA
Thorndale,3/27/16 22:00,Clear,clear-night,0,0,47.65,43.65,41.64,0.8,1021.29,8.59,112,9.58,NA,NA
Thorndale,3/27/16 23:00,Clear,clear-night,7.00E-04,0.07,45.87,41.7,41.63,0.85,1020.15,8.09,100,9.66,NA,rain
Thorndale,3/28/16 0:00,Clear,clear-night,6.00E-04,0.06,44.09,38.67,41.53,0.91,1018.47,10.11,97,5.68,NA,rain
Thorndale,3/28/16 1:00,Clear,clear-night,8.00E-04,0.04,43.46,39.04,42.2,0.95,1017.16,7.51,89,3.97,NA,rain
Thorndale,3/28/16 2:00,Overcast,cloudy,0.0015,0.15,43.6,37.95,42.6,0.96,1016.01,10.41,75,3.1,1,rain
Thorndale,3/28/16 3:00,Clear,clear-night,0.005,0.43,43.65,38.49,42.65,0.96,1014.07,9.2,81,3.36,NA,rain
Thorndale,3/28/16 4:00,Clear,clear-night,0.0154,0.82,44.37,39.11,43.64,0.97,1012.21,9.85,77,3.39,NA,rain
Thorndale,3/28/16 5:00,Light Rain,rain,0.0482,0.96,44.6,40.63,44.03,0.98,1010.88,7.11,84,3.74,NA,rain
Thorndale,3/28/16 6:00,Rain,rain,0.1847,0.94,44.77,41.38,44.25,0.98,1010.02,6.11,80,4.49,NA,rain
Thorndale,3/28/16 7:00,Rain,rain,0.059,1,45.34,42.23,44.78,0.98,1008.83,5.81,71,4.18,NA,rain
Thorndale,3/28/16 8:00,Overcast,cloudy,0.0174,0.83,45.68,44.26,44.92,0.97,1007.56,3.56,49,4.51,1,rain
Thorndale,3/28/16 9:00,Clear,clear-day,0.0223,0.6,46.41,45.19,45.62,0.97,1006.41,3.45,33,4.96,NA,rain
Thorndale,3/28/16 10:00,Clear,clear-day,0.0192,1,47.21,46.52,46.28,0.97,1005.22,3,63,5.41,NA,rain
Thorndale,3/28/16 11:00,Clear,clear-day,4.00E-04,0.04,49.92,49.92,48.72,0.96,1004.03,1.33,124,8.67,NA,rain
Thorndale,3/28/16 12:00,Clear,clear-day,0,0,53.94,53.94,51.84,0.93,1004,10.67,276,9.23,NA,NA
Thorndale,3/28/16 13:00,Clear,clear-day,0,0,58.44,58.44,52.15,0.8,1003.5,10.96,285,10,0.08,NA
Thorndale,3/28/16 14:00,Partly Cloudy,partly-cloudy-day,6.00E-04,0.06,62.32,62.32,48.77,0.61,1002.95,17.25,283,10,0.32,rain
Thorndale,3/28/16 15:00,Breezy and Partly Cloudy,wind,0,0,63.08,63.08,41.92,0.46,1002.5,19.89,284,10,0.31,NA
Thorndale,3/28/16 16:00,Breezy and Partly Cloudy,wind,0,0,61.45,61.45,37.06,0.4,1002.99,24.32,287,10,0.27,NA
Thorndale,3/28/16 17:00,Breezy and Partly Cloudy,wind,0,0,59.05,59.05,36.78,0.43,1003.93,21.48,283,10,0.31,NA
Thorndale,3/28/16 18:00,Breezy and Partly Cloudy,wind,0,0,57.23,57.23,37.19,0.47,1004.59,22.25,279,10,0.31,NA
Thorndale,3/28/16 19:00,Breezy and Partly Cloudy,wind,0,0,55.65,55.65,36.89,0.49,1005.38,19.64,276,10,0.31,NA
Thorndale,3/28/16 20:00,Breezy and Mostly Cloudy,wind,0,0,54.04,54.04,36.69,0.52,1006.28,20.86,281,10,0.75,NA
Thorndale,3/28/16 21:00,Breezy,wind,0,0,52.7,52.7,36.77,0.55,1007.45,21.45,287,10,NA,NA
Thorndale,3/28/16 22:00,Breezy,wind,0,0,51.74,51.74,35.62,0.54,1008.82,21.17,294,10,NA,NA
Thorndale,3/28/16 23:00,Breezy,wind,0,0,50.17,50.17,35.47,0.57,1009.62,21.08,297,10,NA,NA
Thorndale,3/29/16 0:00,Breezy,wind,0,0,49.28,42.67,35.12,0.58,1010.33,19.93,300,10,NA,NA
Thorndale,3/29/16 1:00,Breezy,wind,0,0,48.15,41.2,34.16,0.58,1011.08,19.85,302,10,NA,NA
Thorndale,3/29/16 2:00,Breezy and Overcast,wind,0,0,47.15,40.4,33.76,0.59,1011.74,17.49,297,10,1,NA
Thorndale,3/29/16 3:00,Breezy,wind,0,0,46.52,39.59,33.16,0.59,1012.21,17.43,300,10,NA,NA
Thorndale,3/29/16 4:00,Breezy,wind,0,0,46.22,39.52,32.23,0.58,1012.61,16.11,303,10,NA,NA
Thorndale,3/29/16 5:00,Clear,clear-night,0,0,45.22,38.66,31.54,0.58,1013.14,14.5,305,10,NA,NA
Thorndale,3/29/16 6:00,Partly Cloudy,partly-cloudy-night,0,0,44.47,37.92,29.72,0.56,1013.97,13.75,304,10,0.29,NA
Thorndale,3/29/16 7:00,Partly Cloudy,partly-cloudy-day,0,0,43.2,37.35,29.79,0.59,1015.31,10.65,295,10,0.26,NA
Thorndale,3/29/16 8:00,Clear,clear-day,0,0,44.6,38.93,29.47,0.55,1016.41,11.11,294,10,0.06,NA
Thorndale,3/29/16 9:00,Breezy,wind,0,0,46.05,39.28,28.61,0.5,1016.96,16.22,301,10,0.08,NA
Thorndale,3/29/16 10:00,Breezy and Partly Cloudy,wind,0,0,47.49,40.81,27.69,0.46,1017.25,17.61,308,10,0.28,NA
Thorndale,3/29/16 11:00,Breezy,wind,0,0,49.52,43.05,25.97,0.4,1017.55,19.56,303,10,0.13,NA
Thorndale,3/29/16 12:00,Breezy,wind,0,0,51.28,51.28,24.46,0.35,1017.48,19.02,307,10,0.08,NA
Thorndale,3/29/16 13:00,Breezy,wind,0,0,52.31,52.31,22.61,0.31,1017.36,19.24,306,10,0.07,NA
Thorndale,3/29/16 14:00,Clear,clear-day,0,0,53.84,53.84,20.42,0.27,1017.27,18.96,325,10,0.05,NA
Thorndale,3/29/16 15:00,Clear,clear-day,0,0,54.63,54.63,18.68,0.24,1017.27,18.14,319,10,0.02,NA
Thorndale,3/29/16 16:00,Clear,clear-day,0,0,55.12,55.12,17.71,0.23,1017.43,17.45,312,10,0,NA
Thorndale,3/29/16 17:00,Breezy,wind,0,0,55.11,55.11,15.13,0.2,1017.71,19.11,325,10,0,NA
Thorndale,3/29/16 18:00,Clear,clear-day,0,0,54.38,54.38,14.76,0.21,1018.63,16.36,324,10,0,NA
Thorndale,3/29/16 19:00,Clear,clear-day,0,0,51.99,51.99,13.5,0.21,1019.74,12.3,333,10,0,NA
Thorndale,3/29/16 20:00,Clear,clear-night,0,0,49.38,45.67,13.02,0.23,1020.81,8.87,342,10,0,NA
Thorndale,3/29/16 21:00,Clear,clear-night,0,0,47.36,43.48,12.97,0.25,1022.15,8.18,346,10,0,NA
Thorndale,3/29/16 22:00,Clear,clear-night,0,0,44.94,40.71,12.85,0.27,1023.33,7.77,350,10,0,NA
Thorndale,3/29/16 23:00,Clear,clear-night,0,0,43.14,39.11,12.7,0.29,1024.05,6.66,351,10,0,NA
Philadelphia,3/30/16 0:00,Clear,clear-night,0,0,42.85,39.5,10.6,0.26,1024.46,5.46,350,10,0,NA
Philadelphia,3/30/16 1:00,Clear,clear-night,0,0,41.09,36.97,11.36,0.29,1025.58,6.15,0,10,0,NA
Philadelphia,3/30/16 2:00,Clear,clear-night,0,0,39.04,34.23,13.59,0.35,1026.01,6.59,9,9.45,0,NA
Philadelphia,3/30/16 3:00,Clear,clear-night,0,0,37.72,34.24,13.85,0.37,1026.56,4.48,352,10,0,NA
Philadelphia,3/30/16 4:00,Clear,clear-night,0,0,35.78,32.05,16.3,0.45,1027,4.39,351,10,0,NA
Philadelphia,3/30/16 5:00,Clear,clear-night,0,0,34.65,30.17,17.11,0.48,1027.32,5.02,353,10,0,NA
Philadelphia,3/30/16 6:00,Clear,clear-night,0,0,33.84,29.88,17.99,0.52,1027.84,4.31,353,10,0.09,NA
Philadelphia,3/30/16 7:00,Clear,clear-day,0,0,33.84,31.14,18.48,0.53,1028.18,3.2,21,10,0.09,NA
Philadelphia,3/30/16 8:00,Clear,clear-day,0,0,38.06,34.5,19.76,0.47,1029.01,4.64,62,10,0.09,NA
Philadelphia,3/30/16 9:00,Clear,clear-day,0,0,42.77,39.74,15.56,0.33,1029.01,4.98,72,10,0.09,NA
Philadelphia,3/30/16 10:00,Clear,clear-day,0,0,45.66,42.49,16,0.3,1028.96,6,132,10,0.09,NA
Philadelphia,3/30/16 11:00,Clear,clear-day,0,0,48.15,45.52,15.2,0.26,1028.82,5.91,189,10,0.09,NA
Philadelphia,3/30/16 12:00,Clear,clear-day,0,0,51.02,51.02,15.44,0.24,1028.22,7.44,180,10,0.09,NA
Philadelphia,3/30/16 13:00,Clear,clear-day,0,0,53.13,53.13,16.08,0.23,1027.11,8.01,200,10,0.09,NA
Philadelphia,3/30/16 14:00,Clear,clear-day,0,0,55.39,55.39,18,0.23,1026.17,8.75,196,10,0.09,NA
Philadelphia,3/30/16 15:00,Clear,clear-day,0,0,56.44,56.44,19.49,0.23,1025.37,10.41,199,10,0,NA
Philadelphia,3/30/16 16:00,Clear,clear-day,0,0,56.65,56.65,22.15,0.26,1024.84,9.6,192,10,0,NA
Philadelphia,3/30/16 17:00,Clear,clear-day,0,0,56.72,56.72,25.17,0.29,1023.64,11.45,195,10,0,NA
Philadelphia,3/30/16 18:00,Clear,clear-day,0,0,55.88,55.88,26.87,0.33,1023.08,12.69,188,10,0,NA
Philadelphia,3/30/16 19:00,Clear,clear-day,0,0,53.18,53.18,29.74,0.4,1022.68,12.58,187,10,0,NA
Philadelphia,3/30/16 20:00,Clear,clear-night,0,0,49.99,46.17,30.98,0.48,1022.63,9.58,169,10,0.22,NA
Philadelphia,3/30/16 21:00,Clear,clear-night,0,0,48.33,44.63,32.03,0.53,1023.2,8.25,191,10,0.09,NA
Philadelphia,3/30/16 22:00,Clear,clear-night,0,0,47.6,44.18,32.15,0.55,1022.97,7.24,186,10,0,NA
Philadelphia,3/30/16 23:00,Clear,clear-night,0,0,47.03,43.79,31.06,0.54,1022.1,6.63,193,10,0,NA
Philadelphia,3/31/16 0:00,Clear,clear-night,0,0,46.89,43.62,29.94,0.51,1021.62,6.65,197,10,0.09,NA
Philadelphia,3/31/16 1:00,Clear,clear-night,0,0,47.05,43.68,31.18,0.54,1020.71,6.91,200,10,0.09,NA
Philadelphia,3/31/16 2:00,Clear,clear-night,0,0,48.13,44.79,34.89,0.6,1020.17,7.31,206,10,0.09,NA
Philadelphia,3/31/16 3:00,Clear,clear-night,0,0,48.19,44.74,38.04,0.68,1018.92,7.61,195,10,0.09,NA
Philadelphia,3/31/16 4:00,Clear,clear-night,0,0,48.63,45.59,40.66,0.74,1018.49,6.88,204,10,0,NA
Philadelphia,3/31/16 5:00,Clear,clear-night,0,0,49.77,46.23,42.8,0.77,1017.77,8.65,196,10,0.09,NA
Philadelphia,3/31/16 6:00,Clear,clear-night,0,0,51.44,51.44,44.19,0.76,1017.12,10.07,192,10,0.09,NA
Philadelphia,3/31/16 7:00,Clear,clear-day,0,0,52.09,52.09,44.66,0.76,1017.54,6.99,198,9.95,0.16,NA
Philadelphia,3/31/16 8:00,Partly Cloudy,partly-cloudy-day,0,0,56.14,56.14,47.02,0.71,1017.07,9.91,191,9.88,0.32,NA
Philadelphia,3/31/16 9:00,Clear,clear-day,0,0,59.77,59.77,47.54,0.64,1016.41,14.08,203,10,0,NA
Philadelphia,3/31/16 10:00,Clear,clear-day,0,0,63.04,63.04,47.24,0.56,1016.21,15.8,207,10,0,NA
Philadelphia,3/31/16 11:00,Clear,clear-day,0,0,65.95,65.95,48.24,0.53,1015.44,18.14,210,10,0.1,NA
Philadelphia,3/31/16 12:00,Partly Cloudy,partly-cloudy-day,0,0,67.94,67.94,48.64,0.5,1014.71,16.96,208,10,0.31,NA
Philadelphia,3/31/16 13:00,Partly Cloudy,partly-cloudy-day,0,0,69.38,69.38,49.24,0.49,1013.88,16.98,215,10,0.31,NA
Philadelphia,3/31/16 14:00,Partly Cloudy,partly-cloudy-day,0,0,70.33,70.33,49.27,0.47,1013.23,18.08,219,10,0.58,NA
Philadelphia,3/31/16 15:00,Partly Cloudy,partly-cloudy-day,0,0,70.47,70.47,49.39,0.47,1012.63,16.61,217,10,0.31,NA
Philadelphia,3/31/16 16:00,Partly Cloudy,partly-cloudy-day,0,0,71.21,71.21,49.81,0.47,1011.73,16.82,214,10,0.31,NA
Philadelphia,3/31/16 17:00,Clear,clear-day,0,0,71.4,71.4,49.78,0.46,1011.1,16.5,210,10,0.18,NA
Philadelphia,3/31/16 18:00,Clear,clear-day,0,0,71,71,49.72,0.47,1010.58,13.72,203,10,0,NA
Philadelphia,3/31/16 19:00,Clear,clear-day,0,0,69.44,69.44,49.37,0.49,1010.21,11.79,196,10,0.11,NA
Philadelphia,3/31/16 20:00,Clear,clear-night,0,0,67.06,67.06,49.81,0.54,1009.59,10.64,183,10,0.21,NA
Philadelphia,3/31/16 21:00,Clear,clear-night,0,0,65.24,65.24,52.38,0.63,1009.41,10.84,180,10,0.06,NA
Philadelphia,3/31/16 22:00,Clear,clear-night,0,0,65.04,65.04,55.18,0.7,1009.12,11.65,187,10,0.24,NA
Philadelphia,3/31/16 23:00,Clear,clear-night,0,0,65.37,65.37,56.72,0.74,1008.71,11.29,192,10,0.11,NA
Philadelphia,4/1/16 0:00,Partly Cloudy,partly-cloudy-night,0,0,65.5,65.54,59.4,0.81,1008.31,11.73,193,10,0.31,NA
Philadelphia,4/1/16 1:00,Partly Cloudy,partly-cloudy-night,6.00E-04,0.06,65.84,66.01,60.43,0.83,1007.8,12.24,195,10,0.27,rain
Philadelphia,4/1/16 2:00,Partly Cloudy,partly-cloudy-night,0,0,65.99,66.18,60.65,0.83,1006.87,11.91,199,10,0.49,NA
Philadelphia,4/1/16 3:00,Clear,clear-night,0,0,66.16,66.5,61.66,0.85,1007,11.35,210,10,0.22,NA
Philadelphia,4/1/16 4:00,Partly Cloudy,partly-cloudy-night,0,0,66.24,66.57,61.66,0.85,1006.29,9.74,201,10,0.31,NA
Philadelphia,4/1/16 5:00,Clear,clear-night,0,0,66.41,66.81,62.18,0.86,1005.34,9.83,198,10,NA,NA
Philadelphia,4/1/16 6:00,Clear,clear-night,0,0,66.59,67.01,62.41,0.86,1004.76,10.62,205,10,NA,NA
Philadelphia,4/1/16 7:00,Clear,clear-day,0,0,66.79,67.25,62.72,0.87,1004.21,11.42,209,10,NA,NA
Philadelphia,4/1/16 8:00,Mostly Cloudy,partly-cloudy-day,0,0,67.37,67.83,62.9,0.86,1003.96,11.81,208,10,0.87,NA
Philadelphia,4/1/16 9:00,Clear,clear-day,0,0,68.4,68.81,62.83,0.82,1003.64,14.71,209,10,NA,NA
Philadelphia,4/1/16 10:00,Partly Cloudy,partly-cloudy-day,0,0,69.1,69.42,62.23,0.79,1003.38,14.75,222,9.67,0.31,NA
Philadelphia,4/1/16 11:00,Partly Cloudy,partly-cloudy-day,0.0042,0.26,67.73,68.13,62.53,0.83,1003.53,12.7,212,9.5,0.31,rain
Philadelphia,4/1/16 12:00,Clear,clear-day,0.0059,0.42,68.15,68.53,62.5,0.82,1002.65,10.9,208,10,0.21,rain
Philadelphia,4/1/16 13:00,Partly Cloudy,partly-cloudy-day,0,0,71.04,71.16,60.93,0.7,1002,16.29,217,10,0.31,NA
Philadelphia,4/1/16 14:00,Partly Cloudy,partly-cloudy-day,0,0,74.7,74.7,59.84,0.6,1000.97,16.27,223,10,0.25,NA
Philadelphia,4/1/16 15:00,Partly Cloudy,partly-cloudy-day,0,0,76.81,76.81,59.01,0.54,999.84,15.86,233,10,0.26,NA
Philadelphia,4/1/16 16:00,Clear,clear-day,0,0,77.54,77.54,58.75,0.52,998.96,14.65,224,10,0.22,NA
Philadelphia,4/1/16 17:00,Clear,clear-day,0,0,77.48,77.48,58.7,0.52,998.99,14.7,227,10,0.21,NA
Philadelphia,4/1/16 18:00,Clear,clear-day,0.0129,0.22,74.4,74.44,60.4,0.62,999.6,13.21,224,9.7,0.2,rain
Philadelphia,4/1/16 19:00,Light Rain,rain,0.0326,0.66,69.29,69.7,63.05,0.81,1000.44,6.55,273,8.89,0.1,rain
Philadelphia,4/1/16 20:00,Light Rain,rain,0.0501,0.5,66.64,67.03,62.17,0.86,1001.19,4.66,257,9.82,0.58,rain
Philadelphia,4/1/16 21:00,Partly Cloudy,partly-cloudy-night,0,0,65.78,66.16,61.86,0.87,1002.11,4.63,231,9.95,0.31,NA
Philadelphia,4/1/16 22:00,Clear,clear-night,0.0034,0.34,65.33,65.41,59.66,0.82,1003.1,5.25,267,10,0.09,rain
Philadelphia,4/1/16 23:00,Partly Cloudy,partly-cloudy-night,0,0,65.32,65.32,56.55,0.73,1003.66,5.93,285,10,0.31,NA
Philadelphia,4/2/16 0:00,Partly Cloudy,partly-cloudy-night,0,0,63.29,63.29,49.16,0.6,1003.8,5.77,324,10,0.31,NA
